,Unnamed: 0,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,diff_duration_ms,diff_danceability,diff_energy,diff_key,diff_loudness,diff_mode,diff_speechiness,diff_acousticness,diff_instrumentalness,diff_liveness,diff_valence,diff_tempo,diff_time_signature,Class
0,0,230199.33870967745,0.6940322580645162,0.7179516129032257,5.016129032258065,-5.626774193548387,0.4677419354838709,0.0955306451612903,0.1283007580645161,0.0175108688709677,0.1813548387096774,0.5654806451612904,118.6998064516129,4.0,364.3606557377049,-0.0010163934426229,0.0003770491803278,0.0,0.0173770491803278,0.0,-0.0002868852459016,0.0021965573770491,-1.3360655737697803e-06,0.0015344262295081,-0.0093934426229508,0.5071803278688523,0.0,1
1,1,223173.42045454544,0.6940113636363636,0.7050624999999999,5.363636363636363,-5.345647727272727,0.6704545454545454,0.1214153409090909,0.1058799999999999,0.0032101932954545,0.1912278409090909,0.5233653409090909,121.37311363636364,4.0,104.14857142857144,-0.0001257142857142,0.0006057142857142,-0.0228571428571428,0.0027657142857142,0.0057142857142857,-3.257142857142887e-05,0.0012221714285714,-6.571428571428498e-07,0.0009394285714285,0.0001257142857142,0.155,0.0,1
2,2,217341.0612244898,0.7742857142857142,0.6964489795918367,5.173469387755102,-5.906510204081632,0.5918367346938775,0.196454081632653,0.1011343469387755,0.0076788921428571,0.1674999999999999,0.5768908163265306,123.10486734693878,4.010204081632653,-91.68041237113404,0.0001134020618556,0.0031443298969072,-0.0927835051546391,0.0639690721649484,0.0103092783505154,0.0021237113402061,0.0006556701030927,-1.1340206185578277e-07,-0.0008659793814432,0.0030721649484536,0.1846494845360825,0.0,1
3,3,221365.4,0.7495499999999999,0.5984499999999999,5.25,-6.484350000000001,0.55,0.1389,0.146152,0.001617031,0.148705,0.513895,123.726,3.9,2038.842105263158,0.010578947368421,-0.0044736842105263,0.4210526315789473,-0.114157894736842,0.0526315789473684,0.0045842105263157,-0.004578947368421,0.0,-0.0023684210526315,0.0202631578947368,2.7161052631578952,0.0526315789473684,1
4,4,218697.3,0.6738999999999999,0.6971999999999999,6.8,-6.1256,0.4,0.16997,0.1553131999999999,0.008781886,0.1825,0.564,127.2838,4.1,1007.3333333333334,-0.0531111111111111,0.0177777777777777,0.4444444444444444,-0.1767777777777778,0.1111111111111111,-0.0344,-0.0210666666666666,6.746146851020918e-19,0.0058,-0.0164444444444444,-0.5850000000000001,0.0,1
5,5,227665.19333333333,0.7074533333333333,0.7027533333333333,5.14,-5.945493333333333,0.5666666666666667,0.1248986666666666,0.1243035533333333,0.0084547414666666,0.1900133333333333,0.534136,119.3894,4.006666666666667,-277.87919463087246,-0.0001208053691275,-0.0027046979865771,0.0,-0.021731543624161,-0.0067114093959731,0.0002496644295302,0.0012422818791946,-1.3970927323303143e-19,-0.0014697986577181,-0.001248322147651,0.1610604026845637,0.0,1
6,6,260212.45454545456,0.6146666666666666,0.7421818181818182,5.212121212121212,-5.814242424242424,0.4242424242424242,0.1540090909090909,0.1355675151515151,0.0476870803030303,0.2096181818181818,0.4825818181818181,125.27342424242424,3.9696969696969697,-697.03125,-0.00040625,-0.00453125,0.0,-0.0413749999999999,0.0,-0.00529375,-0.0026687499999999,1.1468750000000194e-05,-0.0021781249999999,-0.01321875,-1.50271875,0.0,1
7,7,233584.9210526316,0.7286315789473684,0.6474473684210525,4.7631578947368425,-6.135052631578947,0.4736842105263157,0.1422131578947368,0.1292702368421052,0.0221437242105263,0.2076736842105263,0.4291473684210526,129.3132894736842,4.0,-808.6486486486486,-0.0031621621621621,0.0038108108108108,0.2432432432432432,0.0331891891891892,-0.027027027027027,-0.0006432432432432,-0.0021918918918918,1.6519431749694682e-19,0.0029729729729729,0.008081081081081,-0.3733513513513511,0.0,1
8,8,234439.905982906,0.7582307692307692,0.6445897435897436,5.3418803418803416,-6.299085470085471,0.5897435897435898,0.196125641025641,0.1069458888888889,0.0032748904273504,0.2037854700854701,0.4925752136752137,122.32423931623931,4.034188034188034,918.6206896551724,-0.0015775862068965,0.0001637931034482,0.0,-0.0430689655172413,0.0,0.0018120689655172,-9.482758620689672e-05,-4.4863538171813976e-20,0.003301724137931,0.0005603448275862,0.5013965517241379,0.0,1
9,9,222183.3422222222,0.6761155555555556,0.7169733333333332,5.248888888888889,-5.409862222222222,0.5111111111111111,0.0854426666666666,0.1206551688888888,0.0147195168444444,0.1837048888888888,0.5078231111111111,117.18975555555556,4.013333333333334,-116.84375,6.250000000000006e-05,-0.0003928571428571,0.0357142857142857,0.0046160714285714,-0.0044642857142857,0.0001607142857142,-0.0002521875,6.964285714285714e-08,0.0002977678571428,-0.0012321428571428,-0.0178705357142857,0.0,1
10,10,229870.0909090909,0.6811409090909091,0.7091590909090908,5.245454545454545,-5.537172727272727,0.5318181818181819,0.1421413636363636,0.1060094786363636,0.0288483202727272,0.1946995454545454,0.4460209090909091,127.06718636363637,3.977272727272727,-213.69406392694063,-0.0006529680365296,0.0015022831050228,0.0045662100456621,0.0272876712328767,0.0,-0.0011771689497716,-0.0009223744292237,1.4840182648397657e-06,-6.849315068493183e-05,0.0002465753424657,0.1194794520547944,0.0,1
11,11,232407.94736842104,0.6590526315789473,0.7626315789473684,4.421052631578948,-5.891894736842105,0.5263157894736842,0.2050842105263157,0.1200221052631578,0.0802710589473684,0.2289736842105263,0.5664736842105264,104.80057894736842,4.052631578947368,-5210.555555555556,0.0026111111111111,-0.0048333333333333,-0.2222222222222222,-0.0024999999999999,-0.0555555555555555,-0.0053333333333333,0.0073777777777777,0.0398888888888888,0.0093333333333333,0.0138888888888888,1.4278333333333335,0.0,1
12,12,218673.29032258064,0.6505725806451613,0.6860564516129032,5.42741935483871,-5.599838709677419,0.6048387096774194,0.0940024193548387,0.1356255564516129,0.0015986219354838,0.1922266129032258,0.5420443548387096,122.54994354838708,3.991935483870968,-223.41463414634143,0.0016097560975609,5.691056910569111e-05,-0.073170731707317,0.0183495934959349,0.008130081300813,-0.0007495934959349,0.0002245528455284,7.051721447060192e-21,4.878048780487809e-05,-0.0006991869918699,-0.0488455284552846,0.0,1
13,13,216891.2718446602,0.7114368932038836,0.7077087378640777,5.174757281553398,-5.416,0.5242718446601942,0.1285038834951456,0.0955879514563106,0.0011265831067961,0.1897582524271844,0.5865922330097088,119.5845145631068,4.019417475728155,91.31372549019608,-0.000235294117647,0.0030686274509803,0.0980392156862745,0.0073627450980392,-0.0098039215686274,0.0003774509803921,-0.001056862745098,0.0,0.0026392156862745,-0.0025490196078431,0.0387058823529412,0.0,1
14,14,251894.63333333333,0.7193,0.6900666666666666,4.466666666666667,-6.580466666666666,0.5,0.1113733333333333,0.1418813333333333,0.0027465486666666,0.1430033333333333,0.6502,116.65186666666666,3.966666666666667,2613.344827586207,-0.0003448275862068,0.0082413793103448,-0.2413793103448276,0.0207586206896551,-0.0344827586206896,0.0026620689655172,0.0142965517241379,-7.862068965524388e-08,-0.0013827586206896,-0.0025862068965517,-0.9321034482758622,0.0,1
15,15,219481.68,0.6016400000000001,0.67522,3.54,-5.56602,0.7,0.0600739999999999,0.2120239,0.003172108,0.161174,0.4573,118.42416,3.96,-1527.0816326530612,0.0018163265306122,0.0106326530612244,-0.1224489795918367,0.0886530612244897,0.0,-0.000369387755102,-0.0187775510204081,0.0,0.0008612244897959,0.0033877551020408,0.2338163265306124,0.0,1
16,16,222544.37297297295,0.7555351351351351,0.6056594594594594,5.0,-6.667870270270271,0.6108108108108108,0.196707027027027,0.1317054702702702,0.0063710558918918,0.1780983783783783,0.4570648648648648,130.3786054054054,3.989189189189189,194.72282608695653,-0.0002173913043478,0.0005108695652173,0.0434782608695652,-0.0019402173913043,0.0054347826086956,-0.0004277173913043,-0.0014673913043478,7.771739130434781e-08,0.0016195652173913,-0.0001141304347826,-0.0169673913043479,0.0,1
17,17,224412.46753246756,0.6771168831168831,0.6240389610389611,5.571428571428571,-6.62774025974026,0.5974025974025974,0.125964935064935,0.1629126493506493,0.0001329638961038,0.1942454545454545,0.4923844155844156,122.26153246753246,4.012987012987013,-125.3157894736842,-0.0013684210526315,-0.0055657894736842,-0.0526315789473684,-0.0576447368421052,0.0131578947368421,0.002328947368421,-0.0003323684210526,3.6315789473684213e-07,-0.0088157894736842,-0.0058526315789473,0.2240394736842105,0.0,1
18,18,264498.3125,0.7420625,0.61075,5.5625,-6.71575,0.625,0.22585,0.151979375,0.000894175625,0.20290625,0.399125,119.974125,4.0,16627.466666666667,-0.0006,-0.0202,-0.2666666666666666,-0.4484000000000001,0.0,0.0036666666666666,0.0469333333333333,-1.1200000000002874e-07,0.0228666666666666,0.0058666666666666,-1.1900666666666666,0.0,1
19,19,222825.80272108843,0.744938775510204,0.6213945578231292,4.979591836734694,-6.733863945578231,0.5782312925170068,0.2003496598639455,0.1558651972789115,0.0028128263265306,0.2062061224489796,0.4449360544217687,124.25067346938776,4.01360544217687,609.1301369863014,-6.164383561643841e-05,0.0021643835616438,0.0,-0.0222397260273972,-0.0068493150684931,0.0008493150684931,0.0003897260273972,-1.8974698337602158e-19,0.0002020547945205,-0.0006506849315068,-0.2532671232876711,0.0,1
20,20,228839.96153846156,0.7345576923076924,0.683451923076923,5.4423076923076925,-5.863461538461538,0.5480769230769231,0.1285586538461538,0.1648345865384615,0.0052758927884615,0.1927134615384615,0.6273932692307693,125.87948076923075,3.9615384615384617,161.10679611650485,-0.0035922330097087,-0.0024368932038834,0.0679611650485436,-0.072631067961165,0.0,-0.001952427184466,0.001757281553398,0.0009669902912621,0.0027553398058252,-0.0035825242718446,0.0160776699029125,-0.029126213592233,1
21,21,223373.6724137931,0.6213620689655173,0.6471896551724138,4.827586206896552,-7.190931034482759,0.7241379310344828,0.0595827586206896,0.2290882586206896,0.101816308275862,0.1841120689655172,0.5539793103448276,116.87922413793105,3.948275862068965,1801.6315789473683,-0.0016491228070175,-0.0046491228070175,0.0350877192982456,-0.0634210526315789,0.0,-0.0008350877192982,0.0018456140350877,0.0002175438596491,-0.0051491228070175,-0.0065087719298245,-0.3181052631578948,0.0,1
22,22,205467.925,0.626125,0.6933499999999999,6.15,-6.569975,0.6,0.0847025,0.1816661749999999,0.0475940275,0.22749,0.563025,118.496175,3.85,313.6923076923077,-0.0012051282051282,-0.0019743589743589,-0.2564102564102564,-0.037948717948718,0.0256410256410256,0.0058102564102564,-0.0033025641025641,1.2282051282051282e-05,-0.0030999999999999,0.0103076923076923,1.7167948717948711,0.0,1
23,23,208939.3783783784,0.5969864864864864,0.6863445945945945,4.52027027027027,-5.760398648648649,0.8581081081081081,0.0652229729729729,0.1751989479729729,0.0078821356756756,0.1826263513513513,0.5427229729729729,120.95692567567568,3.95945945945946,-99.02721088435374,-0.0012312925170068,0.0015714285714285,-0.0136054421768707,0.0306394557823129,0.0068027210884353,-0.0011054421768707,-0.000447006802721,2.304851557154559e-23,0.0001265306122448,0.0006530612244897,-0.0617551020408163,0.0,1
24,24,218941.5614035088,0.6227368421052631,0.6619824561403508,4.649122807017544,-6.221070175438596,0.8070175438596491,0.055878947368421,0.2635647368421052,0.0115664435087719,0.1817859649122807,0.5647350877192983,117.91131578947368,3.947368421052632,-2274.053571428572,1.7857142857142872e-05,0.0034821428571428,0.0892857142857142,-0.0405714285714285,0.0,8.392857142857136e-05,-0.0016964285714285,1.2107142857142122e-06,0.0021249999999999,0.0014285714285714,0.0456785714285713,0.0178571428571428,1
25,25,231856.73214285716,0.6239464285714286,0.7325357142857143,5.178571428571429,-7.050357142857143,0.5892857142857143,0.0657446428571428,0.1575990357142857,0.0196457274999999,0.1960625,0.6521964285714287,122.87132142857142,4.017857142857143,-955.9636363636364,0.0063818181818181,-0.000890909090909,-0.0363636363636363,0.0346727272727272,-0.0181818181818181,5.272727272727291e-05,0.0019272727272727,-0.0001752145454545,-0.0004872727272727,-0.0071818181818181,-1.8350181818181817,0.0,1
26,26,224796.4680851064,0.7406028368794326,0.6157517730496453,4.914893617021277,-6.5881134751773045,0.6099290780141844,0.1631524822695035,0.1283257092198581,0.0016295417730496,0.1979602836879432,0.4206517730496454,127.16714184397162,3.98581560283688,-432.6642857142857,0.0021,0.0034857142857142,-0.0214285714285714,0.0445571428571428,0.0071428571428571,-0.0001128571428571,-0.0003664285714285,-2.7000000000063078e-08,0.0014471428571428,0.0029071428571428,0.1783785714285714,0.0,1
27,27,216310.2162162162,0.6451081081081081,0.7965675675675675,4.891891891891892,-4.832216216216216,0.7027027027027027,0.0584243243243243,0.0593601351351351,0.0197259972972973,0.1997486486486486,0.5059540540540541,121.0124864864865,4.0,-1531.111111111111,-0.0032222222222222,-0.0033055555555555,-0.0277777777777777,0.0583611111111111,0.0,4.4444444444444176e-05,0.0002819444444444,-0.0183888888888888,-0.0071111111111111,0.0100388888888888,0.1637777777777782,0.0,1
28,28,237154.99166666667,0.7458333333333333,0.6314333333333334,4.55,-6.307116666666667,0.5916666666666667,0.1729516666666666,0.0975014666666666,0.00158901275,0.1848524999999999,0.4771141666666667,121.532025,3.983333333333333,-40.56302521008404,-0.0011428571428571,-8.403361344537822e-06,0.0336134453781512,0.0097478991596638,0.0084033613445378,1.6806722689075878e-05,6.042016806722737e-05,4.647058823529475e-07,0.0007159663865546,-0.0033361344537815,-0.0525378151260503,0.0,1
29,29,242509.5022421525,0.7191300448430494,0.750237668161435,5.443946188340807,-6.67590134529148,0.5426008968609866,0.0863466367713004,0.1035841112107623,0.0486382344843049,0.1912376681614349,0.7219932735426009,121.4154125560538,4.004484304932736,-276.8738738738739,-0.0009684684684684,0.0008963963963963,0.0495495495495495,-0.0072117117117117,-0.0045045045045045,8.963963963964001e-05,0.0002644144144144,0.0044459459459459,-0.0018198198198198,-0.0001081081081081,0.0366171171171171,0.0,1
30,30,221879.0,0.7308888888888889,0.7120000000000001,4.555555555555555,-5.007555555555555,0.5555555555555556,0.0972666666666666,0.2444555555555555,7.322222222222222e-07,0.1415666666666666,0.7683333333333333,122.19322222222225,4.0,-2688.375,0.0052499999999999,-0.007,-0.25,-0.052,-0.125,-0.008875,0.0269999999999999,1.5625e-07,0.0044999999999999,0.004125,-0.4832499999999982,0.0,1
