,playlist_id,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,diff_duration_ms,diff_danceability,diff_energy,diff_key,diff_loudness,diff_mode,diff_speechiness,diff_acousticness,diff_instrumentalness,diff_liveness,diff_valence,diff_tempo,diff_time_signature
44,44,215252.54545454544,0.752090909090909,0.5883181818181819,5.045454545454546,-6.59159090909091,0.45454545454545453,0.1806409090909091,0.08214318181818182,0.022092837272727275,0.13560454545454545,0.4215909090909091,140.26004545454546,4.0,-465.3809523809524,0.0017142857142857157,-0.0050952380952380945,0.47619047619047616,-0.015857142857142844,-0.047619047619047616,0.002395238095238094,0.0007742857142857137,9.728778422749393e-19,-0.007966666666666665,-0.004809523809523806,-1.6888095238095246,0.0
45,45,260779.28205128206,0.7019743589743589,0.7562051282051282,5.769230769230769,-5.584820512820513,0.5128205128205128,0.04561538461538461,0.35820512820512823,0.0006083497435897436,0.19129230769230768,0.8317692307692308,112.45905128205129,4.0,1068.7631578947369,-0.0016578947368421039,0.0027631578947368415,0.0,0.027342105263157886,0.0,0.00018421052631578983,0.010947368421052636,-2.853163611803959e-21,0.00012105263157894865,-7.89473684210527e-05,-0.9526578947368423,0.0
46,46,236423.94252873564,0.762632183908046,0.7617931034482758,4.436781609195402,-5.885712643678161,0.7011494252873564,0.14531494252873564,0.09961206896551723,0.00013787298850574713,0.21874137931034482,0.6860620689655172,121.5137816091954,4.011494252873563,730.546511627907,0.0021395348837209313,-0.002034883720930233,-0.03488372093023256,-0.04083720930232557,-0.011627906976744186,-1.0465116279070229e-05,-2.6046511627907823e-05,1.812256538311526e-21,0.0035581395348837207,-0.00871627906976744,-0.2091046511627906,0.0
47,47,220077.08695652173,0.7195217391304347,0.6311304347826087,5.586956521739131,-6.599521739130434,0.5434782608695652,0.16074130434782608,0.12545304347826086,0.01570229043478261,0.22930217391304347,0.4563521739130435,120.8674347826087,4.021739130434782,-1606.911111111111,-0.009755555555555556,-0.0030666666666666668,-0.15555555555555556,-0.040355555555555575,-0.022222222222222223,-0.0019111111111111095,-0.0016088888888888884,3.4694469519536144e-19,0.001377777777777782,6.666666666666426e-05,0.1013555555555554,0.0
48,48,216683.60355029587,0.6893668639053254,0.6882840236686391,5.491124260355029,-5.713988165680473,0.5325443786982249,0.12533491124260354,0.11380733136094674,0.0035114615976331357,0.19369171597633136,0.4999603550295858,121.59523668639054,4.005917159763314,-349.67857142857144,7.142857142857149e-05,0.002035714285714285,0.005952380952380952,0.01313690476190475,-0.005952380952380952,-0.00030535714285714275,-0.0017178571428571408,2.833333333321459e-08,-0.00010119047619047545,-0.00016666666666666582,-0.21460119047619056,0.0
49,49,231207.1739130435,0.7588260869565218,0.6530869565217392,5.3478260869565215,-6.643086956521739,0.6521739130434783,0.21263478260869564,0.15691869565217392,3.250652173913044e-05,0.20939565217391304,0.5127173913043478,128.8332608695652,3.9565217391304346,-213.3181818181818,0.0013636363636363648,-0.006636363636363637,-0.36363636363636365,0.051272727272727275,0.045454545454545456,-0.009550000000000001,-8.181818181818416e-05,4.681818181817982e-08,4.090909090909113e-05,0.0035454545454545535,-0.1330000000000001,0.0
50,50,236267.07317073172,0.7185853658536585,0.6279024390243902,5.146341463414634,-6.769073170731707,0.6097560975609756,0.15568780487804879,0.15156096341463415,0.0037080818292682927,0.17866463414634148,0.5353682926829268,116.36186585365854,4.0,1136.1234567901236,0.0034074074074074076,-0.002234567901234566,-0.08641975308641975,-0.035308641975308655,-0.012345679012345678,-0.0024567901234567907,0.003774074074074075,-2.8629629629635944e-07,-0.0011975308641975313,-0.005567901234567902,0.03593827160493829,-0.012345679012345678
51,51,235326.2340425532,0.7441702127659574,0.7196170212765958,5.0638297872340425,-5.294489361702128,0.5957446808510638,0.19288297872340426,0.11391427659574467,0.0032241880851063835,0.15633829787234044,0.575236170212766,120.45357446808511,4.0212765957446805,-1453.9130434782608,-0.0014782608695652164,-0.0038260869565217375,-0.1956521739130435,-0.0462391304347826,0.0,-0.00523913043478261,-0.00033695652173913076,2.3569612445337052e-21,0.0002978260869565254,-0.00643478260869565,0.6335869565217394,0.0
52,52,224634.85635359117,0.7603149171270718,0.6160552486187846,5.066298342541437,-6.588254143646409,0.56353591160221,0.16984254143646407,0.12676486187845304,0.0029768115469613263,0.1763618784530387,0.4486116022099448,128.59670165745857,3.9889502762430937,196.98888888888888,0.0011333333333333334,-0.0008666666666666672,-0.005555555555555556,-0.005049999999999979,-0.005555555555555556,-0.0005166666666666665,-0.00019732222222222228,2.994444444445119e-07,-0.00030666666666666727,0.00016111111111111217,0.21161111111111106,0.0
53,53,213682.4,0.5751111111111111,0.8283555555555555,4.866666666666666,-5.1535111111111105,0.9333333333333333,0.04942888888888889,0.1422008888888889,0.0004700711111111111,0.23758222222222222,0.7059333333333333,132.6199777777778,4.0,1907.8863636363637,-0.006863636363636364,-0.0016136363636363624,0.0,-0.0735909090909091,0.0,0.0003454545454545451,5.9090909090908894e-05,-1.2936503194429315e-20,-0.00309090909090909,-0.004681818181818181,1.260568181818182,0.0
